subject_id,group,message_order,message_id,date,message,annotator_1_label,annotator_1_dimension,annotator_2_label,annotator_2_dimension,annotator_3_label,annotator_3_dimension,final_label,final_dimension,notes
subject154,bsa,36,76601503871,2021-09-10 03:57:44,"Que bueno que lo sepas . Realmente entenderlo genera un cambio muy grande de manera positiva . ( Bueno , eso fue lo que noté con mi experiencia y de personas muy cercanas )",,,,,,,,,
subject154,bsa,37,38674625662,2021-09-10 18:56:53,"Me alegro ! Más o menos , tratando de remarla para tener un mejor día",,,,,,,,,
subject154,bsa,38,54212944080,2021-09-10 18:58:29,"Genial ! Gracias por compartirlo , lo voy a estar viendo",,,,,,,,,
subject161,control,1,22332200392,2020-07-31 09:33:37,we porque todos estan tan piches bonitos aqui ? > : v,,,,,,,,,
subject161,control,2,2450272204,2020-07-31 09:36:32,nada we yo solo estaba wachando fotos de perfil y encontre pura belleza,,,,,,,,,
subject161,control,3,22546761322,2020-07-31 09:38:42,que que pedo con lo que acabas de decir :/,,,,,,,,,
subject161,control,4,6447063818,2020-07-31 09:39:27,que se supone que hablan en este grupo ?,,,,,,,,,
subject161,control,5,65806133289,2020-07-31 09:40:49,pense que hablaban de depresion y to eso :/,,,,,,,,,
subject161,control,6,97081860310,2020-07-31 09:41:22,o vaya todo piola ?,,,,,,,,,
subject161,control,7,13745594758,2020-07-31 09:42:40,yo quiero un coreano :(,,,,,,,,,
subject161,control,8,70988580045,2020-07-31 09:44:25,fue solo una frase :/,,,,,,,,,
subject161,control,9,20714523631,2020-07-31 09:45:16,nada ps lo decía por el kpop,,,,,,,,,
subject161,control,10,85613212537,2020-07-31 09:45:41,el kpop es musica coreana,,,,,,,,,
subject161,control,11,20762615822,2020-07-31 09:46:01,"no se si has esuchado a la gente decir "" los chinos de BTs "" o cosas asi",,,,,,,,,
subject161,control,12,79982567763,2020-07-31 09:46:15,que a mi por mi parte no me gustan mucho pero te digo :),,,,,,,,,
subject161,control,13,64867296763,2020-07-31 09:47:22,si me importa mucho la cancion busca la letra y ya,,,,,,,,,
subject161,control,14,59809923597,2020-07-31 09:47:32,personalmente no me impprta pero ya te digo : v,,,,,,,,,
subject161,control,15,40860903327,2020-07-31 09:49:25,pos ... estaba mas padre cuando no me habías cuestionada nada :/,,,,,,,,,
subject161,control,16,55553926241,2020-07-31 09:52:16,y tu le respondes : v,,,,,,,,,
subject161,control,17,12539273050,2020-07-31 09:52:32,"yo soy chica pero bueah , igual es lo mismo",,,,,,,,,
subject161,control,18,77603830759,2020-07-31 09:53:54,sisisis ya entendiste :D,,,,,,,,,
subject161,control,19,13561423783,2020-07-31 09:54:14,eso mismo te iba a decir,,,,,,,,,
subject161,control,20,93151253112,2020-07-31 09:55:46,wey un consejito pa la vida no cuaestiones tanto en serio :/,,,,,,,,,
subject161,control,21,19605470566,2020-07-31 09:57:07,tu haces preguntas raras : v,,,,,,,,,
subject161,control,22,36104090842,2020-07-31 10:01:48,no we es que no me paro a pensar en eso : v,,,,,,,,,
subject161,control,23,29060253237,2020-07-31 10:03:30,yi tampoco desde el principio > : v,,,,,,,,,
subject161,control,24,45723074002,2020-07-31 10:04:51,si ya me di cuenta cara neutral,,,,,,,,,
subject161,control,25,13969468909,2020-07-31 10:05:28,muy bien y tu cara sonriendo ligeramente,,,,,,,,,
subject161,control,26,65691229781,2020-07-31 10:06:41,ay we cuestionar no me refiero solo a preguntar :/,,,,,,,,,
subject161,control,27,52385395303,2020-07-31 10:07:41,"nah , yo no voa gastar mi tiempo cara sonriendo ligeramente",,,,,,,,,
subject161,control,28,51370420846,2020-07-31 10:10:51,we por si no lo pillas estoy aburrida y llevo media hora perdiendo el tiempo ya te hubiese ignorada y todo listo : v,,,,,,,,,
subject161,control,29,18725686386,2020-07-31 10:12:31,no te entendi pero gracias por la informacion crack,,,,,,,,,
subject161,control,30,67673425142,2020-07-31 10:12:43,pero es rock o que ? : v,,,,,,,,,
subject161,control,31,57113486405,2020-07-31 10:13:07,"ahora viene el otro a preguntar "" que tiene que ver que sea rock ? """,,,,,,,,,
subject161,control,32,46577321707,2020-07-31 10:13:22,"JAJAJAJAJAJ ya me callo : "" >",,,,,,,,,
subject161,control,33,76804005130,2020-07-31 10:13:33,"sisisis pero tenía que decirlo : "" >",,,,,,,,,
subject161,control,34,21911807155,2020-07-31 10:14:43,wey wtf cuantos años tienes 78 ? ya callate :/,,,,,,,,,
subject161,control,35,59661095506,2020-07-31 10:15:22,no es rock es trap o algo asi,,,,,,,,,
subject161,control,36,87850551846,2020-07-31 10:15:53,a que bien :D,,,,,,,,,
subject163,control,1,96498965477,2019-12-05 17:35:43,"Nada , que empezaron mis vacaciones y me agarra un aburrimiento que roza en depresión",,,,,,,,,
subject163,control,2,83885672157,2019-12-05 17:36:26,Son todos re amables acá . Eso no se encuentra mucho en los grupos masivos,,,,,,,,,
subject163,control,3,33621302747,2019-12-05 17:37:18,"Si , pero no tengo amigos amigos con los que juntarme seguido",,,,,,,,,
subject163,control,4,89825880605,2019-12-05 17:38:14,Igualmente estoy bien . Gracias por preguntar,,,,,,,,,
subject163,control,5,83645335088,2019-12-06 23:23:33,A mí me decía la página en la que lo encontré que era de Argentina,,,,,,,,,
subject163,control,6,27818892358,2019-12-06 23:23:50,Pero está lleno de distintas nacionalidades,,,,,,,,,
subject163,control,7,11814557501,2019-12-06 23:54:54,Tentativa es cuando te quedaste a medio camino ?,,,,,,,,,
subject163,control,8,72547693299,2019-12-06 23:55:14,Tipo lo intentaste pero solo te dejo cicatriz,,,,,,,,,
subject163,control,9,14271981116,2019-12-07 00:02:42,No te da cosa por tu vieja ?,,,,,,,,,
subject163,control,10,82346227110,2019-12-07 00:29:29,Yo soy de Córdoba,,,,,,,,,
subject163,control,11,12554090859,2019-12-07 00:29:43,Si te pasas por acá te espero con un fernetaso,,,,,,,,,
subject163,control,12,38742000981,2019-12-07 03:02:14,Si pasas por capital avisa . Queda re lejos Carlos Paz de dónde vivo,,,,,,,,,
subject163,control,13,35837822905,2019-12-07 13:30:56,Alguien tiene para recomendar una serie / película para el sábado ?,,,,,,,,,
subject163,control,14,55390634751,2019-12-07 13:34:49,Me tengo que poner al día con el animé . Todavía no ví la tercera de attck on Titan,,,,,,,,,
subject163,control,15,44234838655,2019-12-07 13:36:12,"Las vi a las dos jajaja . Un embole que la hayan cancelado a vis a vis , no me gustó cómo cerro . Por suerte ya sale la segunda de you",,,,,,,,,
subject163,control,16,74515024000,2019-12-07 19:52:14,"Ya está , me la termino antes de año nuevo",,,,,,,,,
subject163,control,17,88913861725,2019-12-07 19:53:03,Si te gustó You te puede gustar society de Netflix . La viste ?,,,,,,,,,
subject163,control,18,92045528393,2019-12-07 19:56:09,Imagínate que te vas de viaje de egresados y cuando volves no hay nadie,,,,,,,,,
subject163,control,19,72920980610,2019-12-07 19:56:31,La serie trata de como se empiezan a organizar,,,,,,,,,
subject163,control,20,95411603235,2019-12-07 22:46:12,Es como que tuviste tan por sentado que el colegio era parte de tu vida que ahora pensar en que lo vas a dejar es medio desconcertante,,,,,,,,,
subject163,control,21,89114621783,2019-12-07 22:46:42,Y no tienen orientación vocacional,,,,,,,,,
subject163,control,22,70161907506,2019-12-23 19:53:20,Me suena medio egoísta . Pero no te conozco como para decirlo sintiendolo de verdad,,,,,,,,,
subject163,control,23,16502171462,2019-12-23 19:53:43,Quizá deberías alejarte de las personas que te hacen pensar así,,,,,,,,,
subject163,control,24,77870831055,2019-12-23 19:58:31,Es egoísta querer que piensen todo el día en vos,,,,,,,,,
subject163,control,25,45792944713,2019-12-23 19:58:46,Evidentemente hay algo mal ahí,,,,,,,,,
subject163,control,26,13852453786,2019-12-23 20:01:29,"La otra chica dice que se siente sola a pesar de tener amigos . No me parece que le digamos que eso está bien y que es normal , algo común de la vida",,,,,,,,,
subject163,control,27,89184562799,2019-12-23 20:08:25,Eso de guardarse las cosas no es de valiente . Y si tenés los problemas que estás describiendo deberías pedir ayuda profesional,,,,,,,,,
subject163,control,28,84713141589,2019-12-23 20:14:50,La solución es un psicólogo no un grupo de apoyo . La gente que participa acá no esta capacitada en la misma manera que un profesional y tranquilamente lo que te decímos acá puede ser desinformación,,,,,,,,,
subject163,control,29,57964961333,2019-12-23 20:18:37,"El ir a psicólogo no es cuestión de ser juzgado , es cuestión de aceptar que se tiene un problema y trabajarlos con una persona que estudió para lidiar con ellos",,,,,,,,,
subject163,control,30,56288608008,2019-12-23 20:21:16,Es otro ser . Pero estudio una carrera que le exige un entendimiento de la dimensión emocional de una persona . A diferencia de nosostros,,,,,,,,,
subject163,control,31,35383785710,2019-12-23 20:25:00,"El psicoanálisis ni es el único método de la psicología , y , como todo campo investigativo , cuenta con corrientes de pensamiento que tranquilamente pueden contradecirse",,,,,,,,,
subject163,control,32,82704707990,2019-12-23 20:31:08,Mi hermana se autolesionaba . Te puedo asegurar que sin un psicólogo iba a terminar mal y ella misma me cuenta que acudiendo a un profesional fue capaz de ver las cosas desde una perspectiva diferente,,,,,,,,,
subject163,control,33,98710928562,2019-12-23 20:34:39,Y cuántas personas hay que consideraron la ayuda profesional imprescindible para superar dificultades emocionales ?,,,,,,,,,
subject163,control,34,18515065195,2019-12-23 20:37:42,"Si , pero si alguien me dice que se autolesiona y me dice que tiene relaciones tóxicas no le digo que es normal y que vea cómo lo resuelve . Más bien le recomiendo que asista con personas que si bien no tiene respuestas absolutas , es mínimamente capaz de aconsejarle en cuanto a su salud emocional",,,,,,,,,
subject163,control,35,66840760173,2019-12-23 20:39:35,Bueno . Pero cuan opinable es un tema cuando la salud de una persona está en juego ?,,,,,,,,,
subject163,control,36,28984711155,2019-12-23 20:42:42,Si a una mujer que le pegan vos le decís que lo resuelva como le parezca probablemente niegue que tiene un problema . Y sin insistencia probablemente ni llegué a acudir ni a la policía ni al psicólogo hasta que sea demasiado tarde,,,,,,,,,
subject163,control,37,13225870002,2019-12-23 20:43:51,Yo trato de decirte porque desacuerdo con vos,,,,,,,,,
subject163,control,38,72867236333,2019-12-23 20:54:22,"No pretendo desacreditarte . Cuando vos me tiras un argumento yo te tiro el argumento por el que desacuerdo con vos . Perdón si te sentiste atacado , no era mi intención , pero siempre va a haber desidencia entre personas",,,,,,,,,
subject163,control,39,34380081082,2019-12-23 20:56:07,Eso es lo que se espera de psicologo,,,,,,,,,
subject163,control,40,73726213361,2019-12-23 20:56:23,Que te haga razonar de otra manera,,,,,,,,,
subject163,control,41,80665296249,2019-12-23 20:59:09,Si te respondiera por qué desacuerdo con vos estaría siendo redundante,,,,,,,,,
subject163,control,42,2731958584,2019-12-23 20:59:39,Pero por lo menos quedó registrado el por qué de cada uno,,,,,,,,,
subject163,control,43,86499551769,2019-12-23 21:06:28,"Claro , porque me parece que cuando una persona con problemas emocionales serios decide solocionarlos por si misma puede terminar mal . Un ejemplo de aquellos son la mujeres que sufren maltrato de su pareja",,,,,,,,,
subject163,control,44,70157761262,2019-12-23 21:09:03,"Claro que es todo un camino aceptar que se tiene un problema . Pero llegado el caso deberías recurrir a un profesional , porque no todos pueden dar un "" bue consejo """,,,,,,,,,
subject164,bsa,1,31126398086,2021-01-21 09:15:20,Que hacen cuando están sin poder dormir por ma depresión ?,,,,,,,,,
subject164,bsa,2,27277464249,2021-01-21 09:18:16,Lo pondré en práctica . Gracias,,,,,,,,,
subject164,bsa,3,27992802844,2021-01-22 00:46:10,Espero que eso cambie . Mereces sentirte feliz,,,,,,,,,
subject164,bsa,4,94109771458,2021-01-22 00:47:27,Tienes forma de ser independiente ?,,,,,,,,,
subject164,bsa,5,52435434897,2021-01-22 00:48:33,Por que te sientes una carga ?,,,,,,,,,
subject164,bsa,6,52182158367,2021-01-22 00:59:22,Ojalá todos puedan mejorar sus circunstancia . Mientras se está vivo està la opción de cambiar lo que viene,,,,,,,,,
subject164,bsa,7,89438611698,2021-01-22 01:01:19,A mi la pandemia me puso más triste . El encierro me movió mucho el dolor de pasado,,,,,,,,,
subject164,bsa,8,78424154829,2021-01-22 01:04:27,En terapia me enrede más . Lo que saque ... no se fue y ahora lo veo y ya ko puedo esconderlo . Entonces me pregunto si vale la pena sacarlo,,,,,,,,,
subject164,bsa,9,95231826397,2021-01-22 01:06:28,Soy amigo cara llorando de risa . Gracias por el consejo :),,,,,,,,,
subject164,bsa,10,10138671438,2021-01-22 01:54:25,Crees que eso tiene algo que ver en todo esto o mejor dicho como querés que eso te afectó ?,,,,,,,,,
subject164,bsa,11,74122565018,2021-01-22 01:57:05,Quizás hablar te despeje la mente,,,,,,,,,
subject164,bsa,12,78618509096,2021-01-22 05:40:10,"Que edad tienes ? Es curioso . Pero pienso que quizás esa persona tuvo que ver , que se volvió tan triste xq esa persona significa algo",,,,,,,,,
subject164,bsa,13,52339501796,2021-01-22 06:42:45,Busca el origen . Quizás es algo de una historia más antigua de lo que crees y es un conflicto que se puede sanar,,,,,,,,,
subject164,bsa,14,64187015752,2021-01-22 09:05:18,Que te tiene triste ?,,,,,,,,,
subject164,bsa,15,5698098748,2021-01-22 23:34:10,Para el nervio ciático te recomiendo infiltraciones de ozono,,,,,,,,,
subject164,bsa,16,41378848099,2021-01-22 23:34:20,Y si te duele mucho durante el día o noche lidocaína,,,,,,,,,
subject164,bsa,17,51755825698,2021-01-22 23:35:38,Yo igual . Estuve e cama 8 meses sin poder caminar hasta usar ozono y natación,,,,,,,,,
subject164,bsa,18,31352387238,2021-01-22 23:36:12,O incluso como en caso una mal formación que pellixque el nervio,,,,,,,,,
subject164,bsa,19,56534077615,2021-01-22 23:41:07,Utilizar calor o frío en la zona x 20 minutos . Y reposo de otros 20 sin y luego volver a aplicar . 2 o 3 veces al día pero eso no lo sana lo mejora . Al tiempo se alivia pero suele ser un compañero que vuelve más de una vez . Infiltraciones de ozono regeneran y aliviarán el dolor a mi me ayudó bastante . También consumir colágeno .,,,,,,,,,
subject167,bsa,1,8060274668,2021-08-16 00:40:35,"Hola ! Me da un poco de "" no se qué "" hablar , pero creo que quizás puedo ayudar aunque sea con un granito de arena . Muchas veces nos dicen "" resistí , luchá , no te rindas , salí afuera , divertite "" .. Entiendo la buena voluntad de las personas , e incluso yo me digo lo mismo todo el tiempo , pero no sé si puedo explicar lo difícil que es poder hacer algo sobre eso . De hecho , que me lo digan mucho , me aparte de la gente , porque no siento que me ayude escuchar lo que ya sé que debo hacer , pero no puedo hacerlo .",,,,,,,,,
subject167,bsa,2,29294291101,2021-08-16 00:40:45,Qué tal @USER si nos cuentas qué cosas sabes hacer bien ? En qué crees que sos bueno ? Cocinas ? Cantas ? Bailas ? Sabes mucho de un tema ? Dibujas ? Entiendes de computadoras ? ( Son solo ejemplos para darte ideas ),,,,,,,,,
subject167,bsa,3,55548631788,2021-08-16 00:41:43,No para todos es igual de fácil hacerlo,,,,,,,,,
subject167,bsa,4,3853808110,2021-08-16 00:45:04,"Entra aquí a encontrar gente que lo entienda y lo ayude , no que lo critique",,,,,,,,,
subject167,bsa,5,47329665207,2021-08-16 00:45:52,"Lo que decís suena a crítica , y la peor crítica viene de él mismo , como expresaba . No ayudas",,,,,,,,,
subject167,bsa,6,37851013835,2021-08-16 00:46:56,Creo que no tienes la empatía suficiente para entender,,,,,,,,,
subject167,bsa,7,79889431747,2021-08-16 00:47:25,Así que no seguiré explicándote,,,,,,,,,
subject167,bsa,8,5321716043,2021-08-16 00:49:16,"Por eso creo que no tienes la suficiente empatía , o simplemente nunca viviste algo medianamente similar",,,,,,,,,
subject167,bsa,9,76437636780,2021-08-16 00:50:28,O mejor dicho .. Por qué sigues aquí ?,,,,,,,,,
subject167,bsa,10,7177445470,2021-08-16 00:53:09,No vale la pena .. Hasta luego,,,,,,,,,
subject167,bsa,11,27430273087,2021-08-16 04:28:06,"A mi lo que me ha estado sirviendo es tenerme paciencia . Entendí que arreglar el malestar de uno , lleva tiempo y esfuerzo . El tiempo es un problema cuando hay ansiedad , y esfuerzo es un problema cuando uno no tiene fuerzas para hacer algo . Así que , en estos casos no existe la inmediatez , es dejar que el tiempo pase , que uno junte fuerzas , que se comprenda , y que el dolor se cure de a poco . No podemos luchar contra eso , y peor es cuando uno no se permite llevar ese proceso con paciencia .",,,,,,,,,
subject167,bsa,12,72568132272,2021-08-16 04:28:38,"Aprendí al menos que no debo exigirme más de lo que puedo dar en ese momento , sino acompañarme , y hacerlo sin culpa . Es super doloroso , pero si encima me exijo salir de ese estado , se convierte en algo culposo y desmotivante también . Hasta hace poco , me pasaba quizás todo un día sentado mirando el techo , quemándome con mis propios pensamientos de "" deberías hacer algo productivo "" . Al final del día no hacía nada , y sentía mucha culpa , mucho enojo conmigo . Hoy digo "" está bien si querés mirar el techo todo el día , lo más importante es lo que vos quieras hacer , y no lo que diga la sociedad , o tus enseñanzas "" .. Entonces mi mente se va a lugares más amables , me conecto con la música , con mi mascota , con la creatividad , etc . Creo que lo que me ha dejado empezar a sanar es dejar de ponerme tantas culpas .",,,,,,,,,
subject167,bsa,13,44916173255,2021-08-16 04:29:40,"Si , solo comparto lo que me está sirviendo a mi",,,,,,,,,
subject167,bsa,14,31456254240,2021-08-16 04:44:30,Te entiendo .. Justamente eso hace que uno sienta que aún tiene más culpa,,,,,,,,,
subject167,bsa,15,49717284086,2021-08-16 04:46:22,"Pero es una condición .. Uno no quiere estar así ... Uno quiere cambiar , quiere hacer lo que los demás quieren , pero no se puede quizás , y nos creemos que es toda nuestra culpa",,,,,,,,,
subject167,bsa,16,92228143557,2021-08-16 04:47:25,Yo pude salir de ese círculo vicioso gracias a la terapia .. Ahí entendí hasta donde sí y dónde no,,,,,,,,,
subject167,bsa,17,11957027469,2021-08-16 04:48:33,"No es fácil explicarle a la gente lo que a uno le pasa , menos si no vivieron algo similar ... Así que no importa incluso si la gente sigue pensando que es tu culpa . Lo más importante , es que vos asimiles que no es así",,,,,,,,,
subject167,bsa,18,55395851601,2021-08-16 04:50:13,Te informaste respecto a esos ataques ? Qué hacer o como sobrellevarlo ?,,,,,,,,,
subject167,bsa,19,67811568475,2021-08-16 04:53:55,"Si , eso seguro . Como en cualquier profesión . Cuando yo me gradué , vi que había gente que ni merecía el mismo título que yo . Y mi rubro no se dedica a la salud , pero me imaginaba que eso podría pasar en todas las carreras . Lo triste es que quizás uno da con un mal profesional , y pierde las esperanzas . O incluso un psicólogo no te puede servir a vos , pero a otra persona sí . Dar con el correcto , a veces es fácil , a veces no , pero que bien que le hace a uno cuando sucede",,,,,,,,,
subject172,control,1,60704414016,2021-07-02 01:36:46,No es cierto cara llorando de risa cara llorando de risa,,,,,,,,,
subject172,control,2,15734246265,2021-07-02 01:37:46,Ño cara de alivio cara de alivio,,,,,,,,,
subject172,control,3,20609897583,2021-07-02 06:06:08,Ay cara sonriendo con corazones jeje corazón rojo,,,,,,,,,
subject172,control,4,60343753199,2021-07-02 08:28:26,Siempre brillará Y yo te amaré ...,,,,,,,,,
subject172,control,5,77647765306,2021-07-05 03:24:03,Obvio cara de alivio,,,,,,,,,
subject172,control,6,78327481615,2021-07-05 03:26:10,Pero muchos ven el físico,,,,,,,,,
subject172,control,7,69411503384,2021-07-05 03:27:55,"Claro , como te guste",,,,,,,,,
subject172,control,8,19350224681,2021-07-05 03:30:42,"Mmmm yo digo que es importante para cada quien sea , por qué algunas personas solo se visten para atraer a la gente , verse bien Y no se sienten cómodos o Agusto y ya cuando en realidad les gusta otro tipo de ropa y se les ve muy bien y se sienten bien con uno mismo",,,,,,,,,
subject172,control,9,51807349319,2021-07-17 06:28:10,Creo que solo contar tu historia cara sonriendo con sudor frío,,,,,,,,,
subject172,control,10,9972611536,2021-07-17 06:38:06,"Y si , todo está bien aquí , un gusto , como te llamas ?",,,,,,,,,
subject172,control,11,96984939870,2021-07-17 14:58:29,mano con señal de victoria hola,,,,,,,,,
subject172,control,12,18199061060,2021-07-17 15:00:45,pulgar hacia arriba ok,,,,,,,,,
subject176,bsf,1,59761546757,2020-10-26 05:23:22,También se quieren suicidar ?,,,,,,,,,
subject176,bsf,2,41960197254,2020-11-02 17:26:30,Si es necesario una receta médica jsjsjsjs los pam son muy adictivos,,,,,,,,,
subject176,bsf,3,61681367281,2020-11-02 17:27:22,Ve a un psicólogo,,,,,,,,,
subject176,bsf,4,71020106097,2020-11-02 17:27:33,Debes ir siempre deben ir,,,,,,,,,
subject176,bsf,5,72780495209,2020-11-02 17:28:11,Tuve una sobredosis el año pasado por cuestiones de los pam,,,,,,,,,
subject176,bsf,6,66778400058,2020-11-02 17:29:23,Siii creo que todas las personas deberían ir porque después toma mayor grado cualquier trastorno que pudieses tener,,,,,,,,,
subject176,bsf,7,35860133492,2020-11-02 17:33:19,"Es depende del psicólogo o psiquiatra que te trate , los antidepresivos solo se dan cuando uno esta diagnosticado mayor a moderado y siempre es supervisado , en mi caso me los daban 1 ves al día",,,,,,,,,
subject176,bsf,8,17855241981,2020-12-02 07:37:54,"No pienses tanto , duele",,,,,,,,,
subject176,bsf,9,1509907444,2020-12-02 07:41:35,"Creeme te entiendo , paso lo mismo que tu y mas ahora , para no pensar tanto suelo drogarme cosas así",,,,,,,,,
subject176,bsf,10,41484991722,2020-12-02 07:46:25,"Quieres desahogarte , si quieres podemos hablar en priv ? También quiero distraerme , me siento muy mal jsjsjjs",,,,,,,,,
subject176,bsf,11,67558133593,2020-12-11 02:48:51,"No existe el término depresión crónica jsjsj , se llama depresión severa , si te refieres a una depresión mayor",,,,,,,,,
subject176,bsf,12,30849368003,2020-12-11 02:51:25,"Pues es normal en esos temas hay tipos de depresión y clasificación , una persona no diagnósticada no lo sabría o otra persona que recién esta luchando con esto , poco a poco aprendemos creo yo",,,,,,,,,
subject176,bsf,13,73316470525,2020-12-11 03:39:33,"También lo estoy y lo que mas odio es que me digan así , aunque aveces realmente me siento así , ya lo hubiera mandado a la mierda al tipo ese",,,,,,,,,
subject176,bsf,14,65455640122,2020-12-20 23:45:55,Pansexual es que te gustan todos incluyendo a trans TODOS,,,,,,,,,
subject176,bsf,15,34304701998,2020-12-20 23:46:25,Y bisexual es que te gustan hombre y mujer,,,,,,,,,
subject176,bsf,16,85013613783,2021-01-10 01:39:16,Ahora todos se mudaron a telegram jaja,,,,,,,,,
subject176,bsf,17,55946522812,2021-01-10 01:54:05,Por las nuevas políticas de whatsapp algo así,,,,,,,,,
subject176,bsf,18,54828101502,2021-01-10 04:09:26,"En este grupo nos ayudamos entre todos , no comedia , ni jugar con cosas serias",,,,,,,,,
subject176,bsf,19,9444757412,2021-01-10 07:24:28,Casi muero hace dos días pero todo tranqui ahora,,,,,,,,,
subject176,bsf,20,71205872704,2021-01-10 07:27:30,"Tengo una adicción a las pastillas me hacen sentir bien , siempre tomo tramadol esta vez ya no habían tantas , solo una y tome 1 tramadol con 2 clonazepam , no pensé que fuera a chocar tanto , ya que serían pocas , al otro día me desperté , caí y temble en el suelo , mi abuela dice que salía espuma de mi boca , me llevaron de emergencias casi me internan otra vez",,,,,,,,,
subject176,bsf,21,20889226995,2021-01-10 07:29:34,"Se llaman tramadol , no se si tenga el mismo afecto en ti , la verdad cualquier mierda de pastilla me hace sentir de maravilla , cuando no las tomo es un infierno",,,,,,,,,
subject176,bsf,22,9640761709,2021-01-10 07:31:45,"Hace 4 años , mi mejor amigo era dealer , estaba enloqueciendo y el me dio drogas para sentirme bien y no muera , sin pensarlo lo necesitaba todos los días pero el ya no quiso darme , y ahí comenze a robar pastillas de mis abuelos y me di cuenta que son la misma mierda",,,,,,,,,
subject176,bsf,23,28001989115,2021-01-10 07:34:32,"Me prohibieron las pastillas , pero ahora estoy con un nuevo psiquiatra y el me recetó alprazolam , siempre cambió de psiquiatrico , A mi padres no les importo , mi papá tiene un cargo mayor en mi país le importa su reputación , no yo , entonces el paga para que no me internen , le doy vergüenza ,",,,,,,,,,
subject176,bsf,24,11778695955,2021-01-10 07:36:57,"Como todos los de aquí , mi vida es un mierda , las voces , pensamientos no me dejan en paz , no puedo estar tranquila sin pastillas , si no las tomo me golpeó para calmar , siento que me ahogo es tan horrible",,,,,,,,,
subject176,bsf,25,85157109425,2021-01-10 07:38:39,"Me torturan , me recuerda lo mal que estoy , me recuerda todo lo malo del pasado lo malo que soy es tan horrible",,,,,,,,,
subject176,bsf,26,581018277,2021-01-10 07:39:49,En 2019 me detectaron que tenía cuadros psicóticos y en 2020 en otro hospital esquizofrenia paranoide,,,,,,,,,
subject176,bsf,27,42515530058,2021-01-10 07:40:06,"Aunque no quiero creer esa mierda es tan horrible , es como una condena",,,,,,,,,
subject176,bsf,28,47780764442,2021-01-10 07:41:26,No quiero recordar pero fueron tan horribles,,,,,,,,,
subject176,bsf,29,63891647485,2021-01-10 07:42:37,"Prefiero tener un dolor físico o algo que me diga que pueda terminar con esto , a que prácticamente viva torturada , eso no es vivir , igualmente para eso están las pastillas , calmar",,,,,,,,,
subject176,bsf,30,53227944253,2021-01-10 07:45:10,"No tengo fuerzas , no puedo levantarme de mi cama , lo intento pero me canso muy rápido",,,,,,,,,
subject176,bsf,31,31020367318,2021-01-10 07:46:23,"Ambos son problemas mayores , que no deben ser minimizados ya que no lo vivimos en ambos , no mínimizes , y lo siento por tu madre",,,,,,,,,
subject176,bsf,32,38867077099,2021-01-10 07:48:17,"Es enserio lo que me estas diciendo , te estas dando cuenta lo egoísta que estás siendo ?",,,,,,,,,
subject176,bsf,33,31301907913,2021-01-10 07:48:51,No quiero recordar talvez en algún momento igual gracias por interesarte en mi cara feliz con ojos sonrientes,,,,,,,,,
subject176,bsf,34,92424324001,2021-01-10 07:50:24,Pff basta no sabes lo que es y lo que pasan ellos .,,,,,,,,,
subject176,bsf,35,5457653019,2021-01-10 07:51:01,Cierto igualmente ambos problemas son mayores y no deben ser minimizados,,,,,,,,,
subject176,bsf,36,99749939516,2021-01-10 07:51:14,Ambos deben ser comprendidos y atendidos,,,,,,,,,
subject176,bsf,37,91386622631,2021-01-10 07:53:12,"Me gustó hablar con ustedes , espero y mejoren , vamos que podemos aunque todo sea una mierda , me alegra conocerlos",,,,,,,,,
subject176,bsf,38,53512208815,2021-01-10 07:53:33,Bai cuídense corazón rojo,,,,,,,,,
subject176,bsf,39,63323361274,2021-01-10 07:55:41,"No mínimizes ambos son problemas mayores tanto salud mental y física , lo que haces es muy egoísta date cuenta , adiós",,,,,,,,,
subject177,bsf,1,73920832087,2022-04-02 15:48:44,"Mas duele un accidente de coches , que fueras el unico q se le rompio el craneo y q los doctores te dijeran q ya no tienes esperanzas , que estuvieras a punto de morir 6 veces y q una de esas veces fuera por culpa de un doctor",,,,,,,,,
subject177,bsf,2,1143874460,2022-04-02 15:49:57,Duele estar entubado por 1 mes y duele despues verte al espejo y ver todas las cicatrices que tienes y q pierdas la mitad de la vision y el sonido del oido derecho,,,,,,,,,
subject177,bsf,3,70049817918,2022-04-02 15:51:20,"Seee , me fue mal pero pues aun vivo",,,,,,,,,
subject177,bsf,4,87238741177,2022-04-02 15:53:19,"No , jeje le perdi el miedo por completo , hasta nos iban a chocar otra vez y yo ni senti miedo senti paz",,,,,,,,,
subject177,bsf,5,52209914289,2022-04-02 15:53:50,Obvio los primeros meses tuve una depresion tamaño de un planeta,,,,,,,,,
subject177,bsf,6,86443349532,2022-04-02 15:54:04,Por mi apariencia y mi forma de caminar,,,,,,,,,
subject177,bsf,7,4756791898,2022-04-02 15:54:35,Por estar entubado baje 20 kilos y perdi la fuerza de mis piernas,,,,,,,,,
subject177,bsf,8,85286261045,2022-04-02 15:54:58,Cuando fui por primera vez al baño del hospital me vi al espejo y llore,,,,,,,,,
subject177,bsf,9,62872536029,2022-04-02 15:55:09,Por q ya no era el chico que conocia,,,,,,,,,
subject177,bsf,10,27642813706,2022-04-02 15:55:33,Tenia la cara y cabeza con cicatrices y mi ojo se desvío,,,,,,,,,
